rescue,batch_size,oracle_pairs,median_gap
True,8,12401,0.0005494086863886
True,8,12481,0.00057496583951485
True,8,12561,0.00046084618209805
True,8,12641,0.0004836265306682
True,8,12721,0.0005316955752676
True,8,12801,0.000479319154524
True,8,12881,0.0004481342242521
True,8,12961,0.0004560142914766
True,8,13041,0.00045269639229369996
True,8,13121,0.00039353795826039997
True,8,13201,0.0004214576662047
True,8,13281,0.00046696732169895
True,8,13361,0.00039231730842855
True,8,13441,0.00050651143424615
True,8,13521,0.00047975119674954997
True,8,13601,0.00053878445794225
True,8,13681,0.0005061190766077501
True,8,13761,0.0004861985285962
True,8,13841,0.0004979610272023999
True,8,13921,0.00048706009487359996
True,8,14001,0.00055633581368035
True,8,14081,0.0005295526326931
True,8,14161,0.0005774514526879001
True,8,14241,0.0004925482931547999
True,8,14321,0.0004895403620958499
True,8,14401,0.0004987591957874001
True,8,14481,0.0004913383004971
True,8,14561,0.00050574089673145
True,8,14641,0.0005859941000383
True,8,14721,0.0006125165407943999
True,8,14801,0.0005532533648615
True,8,14881,0.0006208823949988499
True,8,14961,0.00053986813074265
True,8,15041,0.0005651694582473
True,8,15121,0.00050826365745975
True,8,15201,0.00051259017001685
True,8,15281,0.00049180748017045
True,8,15361,0.00050900967325915
True,8,15441,0.00044207770960274996
True,8,15521,0.00046938607427145
True,8,15601,0.00054528043775895
True,8,15681,0.00053844367768495
True,8,15761,0.00042648187245299997
True,8,15841,0.00045631261185395
True,8,15921,0.00046705288948515
True,8,16001,0.0005045054530432
True,8,16081,0.00057060809524455
True,8,16161,0.00051286556080615
True,8,16241,0.00046993092205525
True,8,16321,0.0004525950404019
True,8,16401,0.00046790390997525
True,8,16481,0.0005411855111527499
True,8,16561,0.00044087128584895
True,8,16641,0.0005077780864453
True,8,16721,0.0004848792879803
True,8,16801,0.0005185313896189
True,8,16881,0.00046460801628215003
True,8,16961,0.0005340104710107
True,8,17041,0.0005025119286585
True,8,17121,0.0005218911857678
True,8,17201,0.0006166585321274
True,8,17281,0.00060653648871195
True,8,17361,0.0006460783405972
True,8,17441,0.00061947563491845
True,8,17521,0.0006769765375853
True,8,17601,0.0005921956258481
True,8,17681,0.00051826877500885
True,8,17761,0.00048442908517325005
True,8,17841,0.00058176328851495
True,8,17921,0.00061349059882505
True,8,18001,0.0005960522273728501
True,8,18081,0.0005492605927063499
True,8,18161,0.0006367671730038
True,8,18241,0.0005782354574840999
True,8,18321,0.00050333089938175
True,8,18401,0.000505981820424
True,8,18481,0.0004956213889046001
True,8,18561,0.00052648380941005
True,8,18641,0.00056667698367225
True,8,18721,0.00046261506712490003
True,8,18801,0.0005576152896583999
True,8,18881,0.0005234765388952
True,8,18961,0.00047685480354425
True,8,19041,0.00048625161308940004
True,8,19121,0.0005115831847754501
True,8,19201,0.0005137511445014501
True,8,19281,0.00057304140785725
True,8,19361,0.0005311096750264
True,8,19441,0.00055228036306725
True,8,19521,0.00053637653771415
True,8,19601,0.0006173424174233
True,8,19681,0.0005414750367438001
True,8,19761,0.00061116880299345
True,8,19841,0.00057123886417445
True,8,19921,0.00050951090633285
True,8,20001,0.0005695067346378
True,8,20081,0.0005292276337688999
True,8,20161,0.0004845046546537
True,8,20241,0.00046331077002955
True,8,20321,0.0005124468517041
True,8,20401,0.0005450529963426001
